reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
Type 2 error type 2 error test statistic Type 2 error type 2 error Nothing Type 2 error confidence interval approach and type 2 error Type 2 error Nothing Quiz question about mean Relationship between type 1 and type 2 error Critical value Confidence Interval and type 2 error Type 2 error Nice type 2 error calculation Test statistic approach Type 2 Error todays class was quite simple and nothing was frankly that interesting . It was generally a review of previous classes type 2 error and type 1 error difference Test statistics & type II approach @extractive,"60 % of students found Type 2 Error mostly interesting . The remaining students also were interested in Test Statistics approach , Confidence interval , Type 1 error , and Critical Value respectively .","['confidence interval', 'test statistic', 'error test']","Most students found type 2 error and type 1 error interesting. Some others liked confidence intervals, type 2 errors, and the test statistic approach.","Most students found type 2 error and type 1 error as interesting. Some others liked confidence intervals, test statistics, and the relationship between type 1 and type 2 errors.","Most students found type 2 error and type 1 error as interesting. A few others liked confidence intervals, test statistics, and the relationship between type 1 and type 2 errors.","Most students found type 2 error and type 1 error as interesting. A few others liked confidence intervals, test statistics, and the relationship between type 1 and type 2 errors.","Most of the students found type 2 error and type 1 error as interesting. Some others liked confidence intervals, test statistics, and the relationship between type 1 and type 2 errors."
"Nothing really . Nothing Sample distribution sample distribution of sample variance Chi square Chi-square Chi distribution the relationship of random variable and sample nothing Chi square distribution Chi square chi-square distribution Chi-square distribution Sample Variance calculation from chi-square Sample varience Chi square distribution sample variance D bar equals population mean Nothing nothing Nothing che distribution probability sampling distribution Finally I understood the last lecture after lecture review Nothing interesting new distribution methods nothing sampling distribution of mean Chi squared distribution Chi square distribution Our 255 course is not enough for understanding this course no difference bw small and capital d the difference between Di and d was rather weird . Finally understanding sample distribution square distribution Chi-distribution we being learnt nothing nothing Nothing chi square how little we learned in 255 Chi square distrubutoon nothing Chi square distribution Nothing Variance of square S sampling distribution Chi-square distribution nothing Nothing nothing None Sample variance Chi-squared nothing To reach a conclusion about the whole population , from distinct samples @extractive","One-third of students thought the Chi-squared Distribution very interesting . Another one-third of student did not find anything interesting . The rest of students were interested in Sample Distribution , Sample Variance and the difference between Capital D & small d , respectively .","['sample distribution', 'distribution method', 'distribution sample variance', 'sampling distribution', 'random variable', 'chi square', 'sample variance']","Most students found the Chi-square distribution and sample distribution as interesting. Some others found sampling distribution, sample variance, and the distribution of the mean and variance interesting.","Most students found the Chi-square distribution and sample distribution as interesting. A few students found sample variance, sampling distribution, and the difference between Di and d interesting.","Most students found the Chi-square distribution and sample distribution as interesting. A few students found sample variance, sampling distribution, and the difference between Di and d interesting.","In this lecture students mostly had trouble understanding the Chi-square distribution, the sample distribution, and the sample variance. Some students had trouble with the distribution of the mean, and finding the difference between Di and D.","In this lecture students mostly had trouble understanding the Chi-square distribution, the sample distribution, and the sample variance. Some students had trouble with the distribution of the mean, and finding the difference between Di and D."
"Nothing Mean square error Mean square error f distribution Nice summary of f distribution , estimators , biased and unbiased estimators . Mean squared error and mean absolute deviation Bias ps Finding the deviation btw population mean and sample mean using Θ . repeating last course about compairing mean and variances from different resources Mean square error mean square error Bias Mean square errors Sample estimation f distribution Mean square errors Nothing errors f distribution mean square error Mean square error Main Square Error Mean Mean square error Point of interest nothing reliability errors Nothing Sixth question in exam Mean square error Variance and bias are explained thoroughly . use of f distribution Point estination Bias of an estimator Mean Square Error Mean square error Mean square error F distribution recap @extractive","A lot of students found Mean Square Error mostly interesting . Other students were interested in F Distribution , Bias of an estimator . Few students also mentioned Mean Absolute Deviation and Point Estimation .","['squared error', 'absolute deviation', 'square error']","Most students found Mean Square Error, Mean Square error, and F distributions as interesting. Some others liked the use of the F distribution, finding the mean and variance, and finding the standard deviation.","Most students found Mean Square Error and Mean Square error as interesting. Some others liked the F distribution, finding the mean and variance, and finding the standard deviation.","Most students found Mean Square Error, Mean Squares Error, and the F distribution as interesting. Some others found the bias of an estimator and the mean and variance of the sample interesting. A few students found the error of the mean square error, the mean absolute deviation, and error in the distribution of variance interesting.","Most students found Mean Square Error, Mean Squares Error, and the F distribution as most interesting. Some others found the bias of an estimator and the mean and variance of samples as interesting.","Most students found Mean Square Error, Mean Squares Error, and the F distribution as interesting. Some others liked finding the mean and variance of an estimator, using the Θ distribution, and finding the standard deviation."
Nothing F tables and alfa values Everything was clear ! last question in exam F distribution 's use Nothing Nothing confidance interval and alfa Nothing Reading f table F distribution f distribution Nothing Explanations of PS questions . 4th question Nothing Ps question 4 f tables Nothing nothing T and F distributions Confidential Interval T distribution Nothing f table and alfa values T and F distribution Ink of the instructor Low voice of assistant The last example f and t f distribution t function F table Confidence Interval and alfa f distribution Quiz question 4 nothing Nothing was confusing the interpretation of the tableau of f distribution The way we decide on the distribution method Nothing . Confidence interval Looking for different numbers 4th question in the ps So complicated i ca n't get it F square Tableau with two degrees of freedom degreea of freedom Ps last question Nothing T and F distribution Alfa PS solutions @extractive,"A little under 1/3 of students struggled with F distributions and tables . About a quarter had no issues . A handful struggled with PS questions , especially the 4th one , in addition to T distributions and alfa values .",['distribution method'],"Most students had trouble with the last question, and the F distribution. Some students had problems with the confidence interval, T and F distributions, and T and the tableau.","Most students had trouble with the F distribution, T and F tables, Confidence intervals, and the 4th question. Some students had problems with the Ps and the tableau.","Most students had trouble with the F distribution, T and F tables, Confidence intervals, and the 4th question. A few students had problems with the Ps and the tableau.","In this lecture students had trouble understanding the F distribution, the T and F distributions, Confidence intervals, and the 4th question. Students also had trouble with degrees of freedom and the tableau.","In this lecture students had trouble with the F distribution, T and F distributions, Confidence intervals, and the 4th question in the ps. Students also had trouble understanding the tableau of F distributions."
One sided and two sided interval estimations Lognormal distribution noise in the class Confidence interval Hypothesis testing and interval estimation Nothing irrelevant ps and study set questions irrelevant Ps and study set questions Last question in exam interval of freedom Nothing lognormal distribution Nothing I did n't find any topic to be hard to understand the new subject One-sided interval problem about bernoulli one Side interval Log normal Mean Square Error biased and unbiased distribution There was nothing that I did not understand . Everything is ok nothing confusing nothing was interesting topic of hypothesis testing Nothing Nothing log normal distribution Nothing Nothing confidence interval biased bias unbias unbiased ps questions study set Nothing lognormal how to implement the knowledge to questions Nothing there is nothing to discuss in detail nothing estimating population mean Last question in exan nothing is confusing at all . Confidence interval can be explained a bit more The irrelevant quiz problems and the topics @extractive,"33 % of students found nothing confusing . Some students thought Lognormal Distribution , Interval Estimation and study set , quiz and exam questions need to be explained more . Several students also had trouble with Hypothesis Testing , Confidence Interval and biased and unbiased distribution .","['confidence interval', 'interval estimation', 'hypothesis test', 'lognormal distribution', 'hypothesis testing', 'normal distribution']",Most students found the confidence interval and hypothesis testing interesting. Some others found the lognormal distribution and the study set questions as interesting. A few students found one-sided intervals and the one-side interval problem as confusing.,"Most students found the confidence interval and hypothesis testing interesting, as well as the study set questions and the one-sided interval problem interesting. Some others found the log normal distribution and the lognormal distribution as interesting.","Most students found the confidence interval and hypothesis testing interesting, as well as the study set questions and the one-sided interval problem interesting. Some others found the lognormal distribution and the log normal distribution as interesting.",Most students found the topic of hypothesis testing and confidence intervals to be the most interesting. Some others found the lognormal distribution and the study set questions as interesting. A few students found one-sided intervals and the confidence interval as confusing. A very few students didn't find anything confusing.,Most students found the topic of hypothesis testing and confidence intervals to be the most interesting. Some others found the lognormal distribution and the study set questions as interesting. A few students found one-sided intervals and the confidence interval as confusing.
Bias of an estimator Nothing variance sum Bias Seriously nothing Nothing Point estimate one and two sample estimation problems Nothing f distribution last question in exam Bias Nothing Nothing Nothing f distribution random variable of the difference of two means Nothing Nothing graphical representation Relation between 1/x and f nothing bias alfa Nothing bias of an estimator F distribution Nothing bias everything Logic of bias t distribution nothing how we determine bias of an estimator and what bias exactly means Nothing graphical representation bias Estimation of parameters the way of determining which variable must be used : mean or median or first observation The unbiased estimations nothing Nothing conparing means of two population t tables F distribution Nothing Bias nothing F table @extractive,"Around 36 % of students found everything clear in this lecture , while the most confusing concept was Bias , especially bias of an estimator . Some students also had troubled with F Distribution , Estimation Problems and Graphical Representation .","['variance sum', 'random variable', 'graphical representation', 'sample estimation']",Most students found nothing at all confusing. Some students found the F distribution and bias of an estimator as confusing. Others found the graphical representation of the F table and the variance sum as confusing concepts.,Most students found the topic of bias of an estimator and the F distribution as confusing. Some others found the graphical representation of the F distributions and the relationship between 1/x and F as confusing concepts. A few students found nothing confusing.,"Most students found the topic of bias of an estimator and the F distribution as confusing. Some others found the graphical representation of the f distribution and the relationships between the means and the variance of two means, point estimates, and two sample estimation problems as confusing.",Most students found the topic of bias of an estimator and the F distribution as confusing. Others found nothing at all confusing. A few students had problems with the graphical representation of F distributions and the relationship between 1/x and F.,"Most students found the topic of bias of an estimator and the F distribution as confusing. Others found nothing at all confusing. A few students had problems with the graphical representation of F distributions, point estimates, and the relationship between 1/x and F."
"Nothing Ps questions End of classes Anova table Ps question Nothing Nothing multiple linear reggression and anova table 1 . d question in ps Nothing PS QN 2 Calculations for regression anova table and regression Nothing source of variations p value Multi regression End of the lecture and semester Goodbye mr Baydogan , I will miss you Anova :-RRB- analysis of variance everything was clear Ps nothing confusing or needed more detail The ps questions ANOVA table Nothing ps first question is confusing The calculation of slope and intercept How to Read anova table nothing was confusing nothing was confusing this lecture every point was clear PS question 1h @extractive","A third of students had no issues . Approximately a quarter had problems with the PS questions , particularly the first one , as well as ANOVA/ANOVA table . A couple of students did n't fully comprehend multiple linear regression or regression in general .",['anova table'],"Most students had no problems with this lecture. Some students had trouble with ANOVA tables, multiple linear regressions, and ps questions. A few students had problems with the end of class question and the ps questions in general.","Most students had trouble with ANOVA tables, multiple linear regressions, and ps questions. A few students had problems with the end of class lecture and the QN 2 question.","Most students had no problems with this lecture. A few students had trouble with ANOVA tables, multiple linear regressions, and ps questions. A couple students had problems with the end of class and the QN 2 question.","In this lecture students had trouble with ANOVA tables, multiple linear regressions, ps questions, and the end of class question. Students had no problems with QN 2.","In this lecture students had trouble with ANOVA tables, multiple linear regressions, ps questions, and the end of class question. Students had no problems with QN 2."
"Nothing Ps questions End of classes Anova table Ps question Nothing Nothing multiple linear reggression and anova table 1 . d question in ps Nothing PS QN 2 Calculations for regression anova table and regression Nothing source of variations p value Multi regression End of the lecture and semester Goodbye mr Baydogan , I will miss you Anova :-RRB- analysis of variance everything was clear Ps nothing confusing or needed more detail The ps questions ANOVA table Nothing ps first question is confusing The calculation of slope and intercept How to Read anova table nothing was confusing nothing was confusing this lecture every point was clear PS question 1h @extractive","One third of students in the survey found nothing confusing . Some students had trouble with reading Anova Table and PS Questions , especially # 1 . Several students also found Multiple Linear Regression and analysis of variance confusing .",['anova table'],"Most students had no problems with this lecture. Some students had trouble with ANOVA tables, multiple linear regressions, and ps questions. A few students had problems with the end of class question and the ps questions in general.","Most students had trouble with ANOVA tables, multiple linear regressions, and ps questions. A few students had problems with the end of class lecture and the QN 2 question.","Most students had no problems with this lecture. A few students had trouble with ANOVA tables, multiple linear regressions, and ps questions. A couple students had problems with the end of class and the QN 2 question.","In this lecture students had trouble with ANOVA tables, multiple linear regressions, ps questions, and the end of class question. Students had no problems with QN 2.","In this lecture students had trouble with ANOVA tables, multiple linear regressions, ps questions, and the end of class question. Students had no problems with QN 2."
"Nothing really . Nothing Sample distribution sample distribution of sample variance Chi square Chi-square Chi distribution the relationship of random variable and sample nothing Chi square distribution Chi square chi-square distribution Chi-square distribution Sample Variance calculation from chi-square Sample varience Chi square distribution sample variance D bar equals population mean Nothing nothing Nothing che distribution probability sampling distribution Finally I understood the last lecture after lecture review Nothing interesting new distribution methods nothing sampling distribution of mean Chi squared distribution Chi square distribution Our 255 course is not enough for understanding this course no difference bw small and capital d the difference between Di and d was rather weird . Finally understanding sample distribution square distribution Chi-distribution we being learnt nothing nothing Nothing chi square how little we learned in 255 Chi square distrubutoon nothing Chi square distribution Nothing Variance of square S sampling distribution Chi-square distribution nothing Nothing nothing None Sample variance Chi-squared nothing To reach a conclusion about the whole population , from distinct samples @extractive","A little over 1/3 of students enjoyed chi-squared distributions and sample variance calculations , and slightly under 1/3 found nothing interesting . A handful of students liked sampling distribution , and a couple noted the difference between D and d and how little they learned in 255 .","['sample distribution', 'distribution method', 'distribution sample variance', 'sampling distribution', 'random variable', 'chi square', 'sample variance']","Most students found the Chi-square distribution and sample distribution as interesting. Some others found sampling distribution, sample variance, and the distribution of the mean and variance interesting.","Most students found the Chi-square distribution and sample distribution as interesting. A few students found sample variance, sampling distribution, and the difference between Di and d interesting.","Most students found the Chi-square distribution and sample distribution as interesting. A few students found sample variance, sampling distribution, and the difference between Di and d interesting.","In this lecture students mostly had trouble understanding the Chi-square distribution, the sample distribution, and the sample variance. Some students had trouble with the distribution of the mean, and finding the difference between Di and D.","In this lecture students mostly had trouble understanding the Chi-square distribution, the sample distribution, and the sample variance. Some students had trouble with the distribution of the mean, and finding the difference between Di and D."
İnnocent/guilty analogy Doubt relation between f -LRB- a -RRB- and f -LRB- 1-a -RRB- Why ca n't we reject null hypothesis if both null and alternative hypothesis are less likely to occur ? What if there is some other related state or behaviour that is more highly likely ? Nothing I swear nothing Hypothesis testing nothing was confusing Hypothesis testing hypothesis testing . Nothing . Guilty example Nothing No confusing subjects whatsoever one sided ratio of variances confidence interval for the between two means Hypothesis testing we did n't do statistically significance proof of h1 so this topic needs more interpretation Instructors explanation of lecture confidence interval detailed Hypothesis testing hypothesis testing needs more explanation What is the measure of significance of contradiction ? Confidence interval rejection of h zero Nothing comparing h0 and h1 parameters Hypothesis testing nothing Hypthesis test there is nothing confusing or needed more detail How we solve the questions with hypotheses Confidence Interval calculation more examples needed hypothesis testing examples and interpretation nothing was confusing Hypothesis testing needed more detail nothing nothing was confusing evetything was completely clear How chi square gives us the probability of an interval -LRB- variance -RRB- ? @extractive,"One fourth of students thought everything clear , and another one fourth of students had trouble with Hypothesis Testing , which need more details in explanation . Some students also found Confidence Interval of Variance are sort of confusing . Other students had also mentioned H0 & H1 parameter and the guilty example .","['confidence interval', 'null hypothesis', 'chi square', 'hypothesis test', 'hypothesis testing']","Most students found Hypothesis testing and confidence intervals confusing. Some students also had problems with the guilt example, the confidence interval, and the hypothesis testing examples.","Most students had no problems with Hypothesis testing. Some students had problems with confidence intervals, the guilt example, and the doubt relation between f -LRB- and f -RRB-.","Most students had no problems with Hypothesis testing. Some students had problems with confidence intervals, the guilt example, and the doubt relation between f -LRB- and f -RRB-.","In this lecture students had trouble with hypothesis testing, confidence intervals, and the guilty example. Students also had problems with the doubt relation between f -LRB- and f -RRB- and the confidence interval.","In this lecture students had trouble with hypothesis testing, confidence intervals, and the guilty example. Some students also had problems with the doubt relation between f -LRB- and f -RRB-, and how to solve problems with hypotheses."
